hgnc_symbol,gene_ensemble,chr,gene_start,gene_end
,ENSG00000250771,4,153678259,153680550
DCANP1,ENSG00000251380,5,135444214,135447348
IKBKB-DT,ENSG00000253408,8,42233674,42271266
MIR3142HG,ENSG00000253522,5,160438594,160487426
KCNIP1-OT1,ENSG00000253647,5,170389493,170422844
LOXL2-AS1,ENSG00000253837,8,23336171,23366125
CLDN23,ENSG00000253958,8,8701937,8704096
LYN,ENSG00000254087,8,55879835,56014169
SIGLEC14,ENSG00000254415,19,51639478,51646825
SIGLEC12,ENSG00000254521,19,51491227,51501800
SENCR,ENSG00000254703,11,128691664,128696023
LNROP,ENSG00000254887,19,42132555,42137386
SMIM35,ENSG00000255274,11,118003634,118088299
HCAR3,ENSG00000255398,12,122714756,122716811
TIFAB,ENSG00000255833,5,135444226,135452351
LINC02985,ENSG00000256546,12,122063306,122068616
,ENSG00000256594,12,9653683,9657043
STX5-DT,ENSG00000256690,11,62832234,62834043
CAPNS2,ENSG00000256812,16,55566684,55567687
,ENSG00000257221,12,108628668,108642349
ZNF878,ENSG00000257446,19,12043805,12052961
CLEC5A,ENSG00000258227,7,141927357,141947007
TRIM6-TRIM34,ENSG00000258588,11,5596725,5644398
TRIM34,ENSG00000258659,11,5619764,5644398
AP1G2-AS1,ENSG00000258727,14,23561097,23568073
LINC02285,ENSG00000259004,14,101120840,101123545
LRP1-AS,ENSG00000259125,12,57144620,57147619
ITGB3,ENSG00000259207,17,47253827,47313743
ISL1-DT,ENSG00000259663,5,51372736,51383332
CDH13-AS2,ENSG00000260228,16,83789967,83807834
MRC1,ENSG00000260314,10,17809348,17911164
ULK4P1,ENSG00000261279,15,32410558,32428316
PYCARD-AS1,ENSG00000261359,16,31201885,31203452
LINC01686,ENSG00000261504,1,182615254,182616629
BEAN1-AS1,ENSG00000261656,16,66469796,66481230
GOLGA8H,ENSG00000261794,15,30604028,30617752
FAM72C,ENSG00000263513,1,143955287,143971986
IKBKE,ENSG00000263528,1,206470476,206496889
MIR4802,ENSG00000263642,4,40502040,40502119
MIR3161,ENSG00000263693,11,48096782,48096858
MIR378E,ENSG00000263831,5,170028488,170028566
,ENSG00000264063,21,8987370,8987430
MIR3922,ENSG00000264295,12,104591633,104591716
MIR3183,ENSG00000264429,17,1022476,1022559
MIR3648-2,ENSG00000264462,21,8986999,8987178
MIR5194,ENSG00000264653,8,130008334,130008453
L3MBTL4-AS1,ENSG00000264707,18,6256747,6260934
MIR4420,ENSG00000264773,1,30739156,30739232
MIR3153,ENSG00000265112,9,89312225,89312306
MIR3190,ENSG00000265134,19,47226942,47227021
MIR4312,ENSG00000265195,15,68801850,68801925
MIR142HG,ENSG00000265206,17,58330879,58332523
MIR5690,ENSG00000265527,6,35664717,35664789
MIR3143,ENSG00000265565,6,27147626,27147688
MIR3174,ENSG00000265871,15,90006755,90006841
MIR4489,ENSG00000265874,11,65649192,65649253
SRGAP2,ENSG00000266028,1,206203346,206464436
MIR5190,ENSG00000266146,18,13459947,13460026
LINC01909,ENSG00000266258,18,70335439,70352459
MIR4451,ENSG00000266421,4,85722468,85722533
ADGRL1-AS1,ENSG00000267169,19,14137146,14171267
MAP4K1-AS1,ENSG00000267291,19,38596346,38601694
MIR23AHG,ENSG00000267519,19,13823880,13842928
CARD8-AS1,ENSG00000268001,19,48255675,48258199
SIGLEC5,ENSG00000268500,19,51610960,51630401
,ENSG00000268650,19,18204730,18220480
SAXO3,ENSG00000268655,19,49017968,49020549
ADGRE4P,ENSG00000268758,19,6954659,6990798
LINC00528,ENSG00000269220,22,17777322,17779481
SPIB,ENSG00000269404,19,50418938,50431314
CCDC194,ENSG00000269720,19,17387196,17394196
LINC01480,ENSG00000270164,19,41535183,41536904
YTHDF3-DT,ENSG00000270673,8,63167725,63168465
MILR1,ENSG00000271605,17,64449037,64468643
LINC02712,ENSG00000273409,11,127271029,127337033
H2BC14,ENSG00000273703,6,27815022,27815489
CYFIP1,ENSG00000273749,15,22867052,22981063
MIR6813,ENSG00000274034,20,64076955,64077010
MIR6774,ENSG00000274134,16,85918347,85918416
H2BC17,ENSG00000274641,6,27893425,27893891
H2AC12,ENSG00000274997,6,27147106,27147562
MIR6753,ENSG00000275022,11,68044794,68044957
H4C13,ENSG00000275126,6,27873148,27873534
RNA5-8SN3,ENSG00000275215,21,8395607,8395759
H2AC15,ENSG00000275221,6,27837880,27838375
CCL4,ENSG00000275302,17,36103827,36105621
LINC03043,ENSG00000275356,7,124777292,124790689
H3C11,ENSG00000275379,6,27871845,27872346
FCGBP,ENSG00000275395,19,39863323,39934626
RNVU1-19,ENSG00000275538,1,120850819,120850985
PDE4DIPP4,ENSG00000275585,1,121029592,121042572
MIR3648-1,ENSG00000275708,21,8208473,8208652
H2BC9,ENSG00000275713,6,26251614,26252075
SNORA24,ENSG00000275994,4,118279190,118279320
SNORD27,ENSG00000275996,11,62855012,62855083
CCL4L2,ENSG00000276070,17,36210924,36212878
CCL3L3,ENSG00000276085,17,36194869,36196758
PIK3R6,ENSG00000276231,17,8802722,8867677
H2AC14,ENSG00000276368,6,27814302,27814777
SNORD26,ENSG00000276788,11,62855292,62855366
H2AC16,ENSG00000276903,6,27865317,27865798
MIR6797,ENSG00000276926,19,41869627,41869698
MIR7848,ENSG00000276961,8,133046481,133046581
H2BC7,ENSG00000277224,6,26199516,26199988
MIR7854,ENSG00000277255,16,81533902,81533966
MIR6891,ENSG00000277402,6,31355224,31355316
,ENSG00000277437,21,8208844,8208904
CCL3,ENSG00000277632,17,36088256,36090169
,ENSG00000277739,21,8256781,8256933
PGM5P2,ENSG00000277778,9,41039611,41074448
RNA5-8SN1,ENSG00000278189,21,8439823,8439975
RNA5-8SN2,ENSG00000278233,21,8212572,8212724
H2BC10,ENSG00000278588,6,26272931,26273412
H2AC17,ENSG00000278677,6,27892699,27893185
NKILA,ENSG00000278709,20,57710156,57712780
H3C10,ENSG00000278828,6,27810051,27811300
LINC01670,ENSG00000279094,21,5499151,5502542
LINC01126,ENSG00000279873,2,43227210,43228855
,ENSG00000280018,21,6986450,6997765
,ENSG00000280968,22,29333158,29333267
LINC00921,ENSG00000281005,16,3263743,3269151
TRG-AS1,ENSG00000281103,7,38330978,38378804
ABALON,ENSG00000281376,20,31721507,31723409
LINC01176,ENSG00000281404,7,30390885,30412375
GIMAP1-GIMAP5,ENSG00000281887,7,150716668,150743646
ABCA1,ENSG00000165029,9,104781006,104928155
ADAMTSL4-AS1,ENSG00000203804,1,150560202,150562115
ADORA3,ENSG00000282608,1,111499429,111503633
ADPGK-AS1,ENSG00000260898,15,72782835,72798199
AGAP5,ENSG00000172650,10,73674287,73698109
ANG,ENSG00000214274,14,20684177,20698971
ANKRD18DP,ENSG00000226435,3,198053522,198080512
ANKRD18DP,ENSG00000291192,3,198057531,198080754
ANKRD36BP1,ENSG00000214262,1,168245788,168247204
ANKRD36BP1,ENSG00000293109,1,168245565,168247343
ANXA2R,ENSG00000177721,5,43039233,43043170
ASXL2,ENSG00000143970,2,25733753,25878487
ATM,ENSG00000149311,11,108222823,108369102
B4GALT4-AS1,ENSG00000240254,3,119226486,119290666
BACH1,ENSG00000156273,21,29194071,29630751
BCO2,ENSG00000197580,11,112175510,112224699
BISPR,ENSG00000282851,19,17405686,17419324
BMS1P4,ENSG00000242338,10,73717115,73728580
BTAF1,ENSG00000095564,10,91923770,92031437
C2-AS1,ENSG00000281756,6,31934474,31941724
C5orf58,ENSG00000234511,5,170229104,170252575
CARD14,ENSG00000141527,17,80169992,80216073
CATIP-AS1,ENSG00000225062,2,218366661,218367885
CC2D2B,ENSG00000188649,10,95907603,96033745
CCDC134,ENSG00000100147,22,41800679,41832164
CCDC18,ENSG00000122483,1,93179919,93278730
CD274,ENSG00000120217,9,5450503,5470566
CD83,ENSG00000112149,6,14117256,14136918
CELF2-AS1,ENSG00000181800,10,11316833,11319884
CEP135,ENSG00000174799,4,55948871,56033361
CEP295NL,ENSG00000178404,17,78890579,78903217
CFAP74,ENSG00000142609,1,1921951,2003837
CLEC19A,ENSG00000261210,16,19285731,19322145
CLEC4A,ENSG00000111729,12,8123617,8138607
CMTM6,ENSG00000091317,3,32481312,32502852
CNTRL,ENSG00000119397,9,121074660,121177729
DDI2,ENSG00000197312,1,15617458,15669044
DISP1,ENSG00000154309,1,222815022,223005995
DOCK4-AS1,ENSG00000225572,7,111808516,111821773
DPP4,ENSG00000197635,2,161992245,162074394
DPRXP4,ENSG00000264743,17,30975387,30975954
DPYS,ENSG00000147647,8,104330324,104467055
DTX2P1-UPK3BP1-PMS2P11,ENSG00000265479,7,76959835,77043775
DZIP1L,ENSG00000158163,3,138061990,138115818
EBLN2,ENSG00000255423,3,73061659,73063337
EGR2,ENSG00000122877,10,62811996,62819167
EMB,ENSG00000170571,5,50396192,50443248
EML4,ENSG00000143924,2,42169353,42332548
ENTPD1-AS1,ENSG00000226688,10,95732976,96090250
ERN1,ENSG00000178607,17,64039080,64130819
FAM157A,ENSG00000236438,3,198180755,198190365
FAM157C,ENSG00000260528,16,90102261,90178344
FANCD2,ENSG00000144554,3,10026370,10101932
FCGR1CP,ENSG00000265531,1,143874793,143883575
FCGR2C,ENSG00000244682,1,161581339,161605662
FFAR4,ENSG00000186188,10,93566665,93604480
FKBP5,ENSG00000096060,6,35573585,35728583
FMO4,ENSG00000076258,1,171314183,171342084
FUT4,ENSG00000196371,11,94543921,94549895
GALNT4,ENSG00000257594,12,89519412,89524796
GLIPR1,ENSG00000139278,12,75480753,75503863
GLUD1P3,ENSG00000250959,10,73731176,73737311
GLUD1P3,ENSG00000291043,10,73730562,73737790
GPRIN3,ENSG00000185477,4,89236383,89307800
HCG4B,ENSG00000227262,6,29925983,29926973
HELB,ENSG00000127311,12,66302493,66343643
HLA-DRB6,ENSG00000290878,6,32552713,32560022
HLX-AS1,ENSG00000257551,1,220832763,220880140
HSPA7,ENSG00000225217,1,161606291,161608217
HTR2B,ENSG00000135914,2,231108230,231125042
IER5,ENSG00000162783,1,181088700,181092900
IFNLR1,ENSG00000185436,1,24154168,24187959
IGF2BP3,ENSG00000136231,7,23310209,23470491
IL1RAP,ENSG00000196083,3,190514051,190659750
IRAK2,ENSG00000134070,3,10164919,10243745
ITGA9,ENSG00000144668,3,37452115,37823507
ITIH4-AS1,ENSG00000239799,3,52823935,52825314
ITPRIPL1,ENSG00000198885,2,96325317,96330517
JAK2,ENSG00000096968,9,4984390,5129948
KBTBD12,ENSG00000187715,3,127915232,127987671
KBTBD8,ENSG00000163376,3,66998307,67011210
KIR3DX1,ENSG00000104970,19,54532798,54543728
KLRA1P,ENSG00000256667,12,10589386,10598209
LINC00539,ENSG00000224429,13,21302862,21362139
LINC00578,ENSG00000228221,3,177441910,177767379
LINC00671,ENSG00000213373,17,42874670,42898704
LINC00865,ENSG00000232229,10,89829483,89840863
LINC01094,ENSG00000251442,4,78638780,78683185
LINC01141,ENSG00000236963,1,20360579,20431234
LINC01150,ENSG00000229671,11,1897015,1908656
LINC01160,ENSG00000231346,1,111599655,111608723
LMLN-AS1,ENSG00000232832,3,198038321,198039234
LNPEP,ENSG00000113441,5,96935394,97037513
LRCH1,ENSG00000136141,13,46553168,46753040
LRCH3,ENSG00000186001,3,197791226,197888436
LRRC37A6P,ENSG00000230445,10,27246350,27251793
LTB4R2,ENSG00000213906,14,24305734,24312053
M1AP,ENSG00000159374,2,74557883,74648338
MAMDC2,ENSG00000165072,9,70043848,70226972
MFSD4B,ENSG00000173214,6,111259327,111445354
MGAT4A,ENSG00000071073,2,98619106,98731132
MKNK1-AS1,ENSG00000269956,1,46538611,46570255
MR1,ENSG00000153029,1,181033374,181061938
N4BP2,ENSG00000078177,4,40056797,40158252
N4BP2L2-IT2,ENSG00000281026,13,32504506,32509395
NBPF8,ENSG00000270231,1,120415035,120469676
NHLRC2,ENSG00000196865,10,113854661,113917194
NLRP1,ENSG00000091592,17,5499415,5619424
NRIR,ENSG00000225964,2,6819463,6840464
OR52N4,ENSG00000181074,11,5754243,5755958
OTUD1,ENSG00000165312,10,23439075,23442377
PAG1,ENSG00000076641,8,80967810,81112068
PDCD6IPP2,ENSG00000261377,15,28801366,28818999
PDE3B,ENSG00000152270,11,14643804,14872044
PGM5P2,ENSG00000290923,9,41006999,41074957
PLA2G7,ENSG00000146070,6,46704201,46735693
PLAG1,ENSG00000181690,8,56160909,56211324
PLD1,ENSG00000075651,3,171600404,171810950
PLEKHM1P1,ENSG00000214176,17,64785259,64829208
POC1B-GALNT4,ENSG00000259075,12,89519408,89526262
POMK,ENSG00000185900,8,43093498,43131180
PPP4R1L,ENSG00000124224,20,58231789,58286399
PSMD6-AS2,ENSG00000239653,3,64004022,64012148
PSORS1C3,ENSG00000204528,6,31173735,31177899
PTGS2,ENSG00000073756,1,186671791,186680922
PTPRJ,ENSG00000149177,11,47980425,48170839
PUS10,ENSG00000162927,2,60940222,61018259
RAB39A,ENSG00000179331,11,107928448,107963482
RAPGEF6,ENSG00000158987,5,131423921,131635231
RASSF1-AS1,ENSG00000281358,3,50337511,50338300
RASSF10,ENSG00000189431,11,13009316,13012119
RBM12B-AS1,ENSG00000279331,8,93740121,93740773
REL,ENSG00000162924,2,60881491,60931612
RGS2,ENSG00000116741,1,192809039,192812275
RNASEH2B-AS1,ENSG00000233672,13,50862172,50910764
RNF125,ENSG00000101695,18,32018825,32073219
RNF149,ENSG00000163162,2,101271219,101308701
RNFT1,ENSG00000189050,17,59952240,59964761
RNU12,ENSG00000276027,22,42615244,42615393
RNU5A-1,ENSG00000199568,15,65296051,65296166
RNU5E-1,ENSG00000199347,1,11908152,11908271
RNVU1-4,ENSG00000277610,1,120942600,120942763
RPL23AP64,ENSG00000240970,11,119003012,119003446
RTTN,ENSG00000176225,18,70003031,70205726
SERPINB9P1,ENSG00000230438,6,2851230,2881407
SFT2D2,ENSG00000213064,1,168225938,168253021
SFXN2,ENSG00000156398,10,102714538,102743492
SGK1,ENSG00000118515,6,134169248,134318112
SIGLEC16,ENSG00000161643,19,49969600,49975819
SIRPB1,ENSG00000101307,20,1561385,1620061
SKIL,ENSG00000136603,3,170357342,170396835
SLC22A18,ENSG00000110628,11,2899721,2925246
SLC4A7,ENSG00000033867,3,27372723,27484420
SLC9A7P1,ENSG00000227825,12,98454877,98457115
SOAT1,ENSG00000057252,1,179293714,179358680
SORL1,ENSG00000137642,11,121452314,121633763
SPPL2A,ENSG00000138600,15,50702266,50765948
SSH2,ENSG00000141298,17,29625938,29930276
STAMBPL1,ENSG00000138134,10,88879734,88975153
STARD5,ENSG00000172345,15,81309053,81324183
SUMO4,ENSG00000177688,6,149400262,149401278
TAS2R5,ENSG00000127366,7,141790217,141791367
TBC1D2B,ENSG00000167202,15,77984036,78077724
TBC1D3P1-DHX40P1,ENSG00000267104,17,59962363,60018975
TFCP2L1,ENSG00000115112,2,121216587,121285202
TIFA,ENSG00000145365,4,112272968,112285955
TIGD4,ENSG00000169989,4,152769354,152779730
TIMM23B,ENSG00000204152,10,49942049,49974850
TLDC2,ENSG00000101342,20,36876121,36894235
TLR4,ENSG00000136869,9,117704175,117724735
TMPO-AS1,ENSG00000257167,12,98512973,98516422
TMPPE,ENSG00000188167,3,33090421,33097146
TNFRSF11A,ENSG00000141655,18,62325287,62391288
TNFSF13B,ENSG00000102524,13,108251240,108308484
TNFSF18,ENSG00000120337,1,173039202,173050941
TRPC2,ENSG00000290962,11,3626439,3637672
TRPM2-AS,ENSG00000230061,21,44414588,44425272
TSSK4,ENSG00000139908,14,24205696,24208362
TTF2,ENSG00000116830,1,117060326,117107453
TTN-AS1,ENSG00000237298,2,178521183,178779963
TVP23C,ENSG00000175106,17,15502264,15563595
UHRF1,ENSG00000276043,19,4903080,4962154
USP53,ENSG00000145390,4,119212587,119295518
WDFY4,ENSG00000128815,10,48684873,48982956
WNT2B,ENSG00000134245,1,112466541,112530165
ZBTB26,ENSG00000171448,9,122915566,122931512
ZBTB37,ENSG00000185278,1,173868082,173903547
ZFPM2-AS1,ENSG00000251003,8,105546089,106060524
ZNF100,ENSG00000197020,19,21722771,21767579
ZNF121,ENSG00000197961,19,9560329,9584504
ZNF124,ENSG00000196418,1,247121975,247172020
ZNF141,ENSG00000131127,4,337814,384868
ZNF267,ENSG00000185947,16,31873807,31917357
ZNF321P,ENSG00000293246,19,52927135,52942601
ZNF460,ENSG00000197714,19,57280051,57294069
ZNF600,ENSG00000189190,19,52749942,52786807
ZNF660,ENSG00000144792,3,44578223,44599694
ZNF808,ENSG00000198482,19,52527652,52564464
ZNF816,ENSG00000180257,19,52949379,52962911
ZNF846,ENSG00000196605,19,9751993,9793180
ZNF85,ENSG00000105750,19,20923222,20950697
ZNF888,ENSG00000213793,19,52904415,52923470
ZNRF2,ENSG00000180233,7,30284597,30367689
