hgnc_id,hgnc_symbol,hgnc_synonyms,hgnc_name,ensembl_id,entrez_id
HGNC:3430,ERBB2,"HER-2, CD340, HER2, C-ERB2, C-ERB-2, MLN-19, P185(ERBB2), NGL",erb-b2 receptor tyrosine kinase 2,ENSG00000141736,2064
HGNC:3432,ERBB4,"ALS19, HER4",erb-b2 receptor tyrosine kinase 4,ENSG00000178568,2066
HGNC:15842,ERBIN,ERBB2IP,erbb2 interacting protein,ENSG00000112851,55914
HGNC:17072,ERC1,"ELKS, KIAA1081, CAST2, MGC12974, RAB6IP2",ELKS/RAB6-interacting/CAST family member 1,ENSG00000082805,23085
HGNC:31922,ERC2,"CAST1, KIAA0378, SPBC110, SPC110, ELKSL",ELKS/RAB6-interacting/CAST family member 2,ENSG00000187672,26059
HGNC:3501,EVI5,NB4S,ecotropic viral integration site 5,ENSG00000067208,7813
HGNC:30464,EVI5L,NA,ecotropic viral integration site 5 like,ENSG00000142459,115704
HGNC:24968,EXOC2,"FLJ11026, SEC5, SEC5L1",exocyst complex component 2,ENSG00000112685,55770
HGNC:30378,EXOC3,"SEC6, SEC6L1",exocyst complex component 3,ENSG00000180104,11336
HGNC:30389,EXOC4,"KIAA1699, MGC27170, SEC8, SEC8P, SEC8L1",exocyst complex component 4,ENSG00000131558,60412
HGNC:23214,EXOC7,"EXO70, KIAA1067, YJL085W, EXO70P, BLOM4",exocyst complex component 7,ENSG00000182473,23265
HGNC:12691,EZR,VIL2,ezrin,ENSG00000092820,7430
HGNC:3553,FAAH,"FAAH-1, FAAH1",fatty acid amide hydrolase,ENSG00000117480,2166
HGNC:3560,FABP5,"E-FABP, PA-FABP, KFABP",fatty acid binding protein 5,ENSG00000164687,2171
HGNC:30827,FAM107A,"DRR1, TU3A",family with sequence similarity 107 member A,ENSG00000168309,11170
HGNC:29412,FAM171B,"FLJ34104, KIAA1946",family with sequence similarity 171 member B,ENSG00000144369,165215
HGNC:28379,FAM81A,MGC26690,family with sequence similarity 81 member A,ENSG00000157470,145773
HGNC:3591,FARP1,"CDEP, PLEKHC2, MGC87400, PPP1R75, GLCC1","FERM, ARH/RhoGEF and pleckstrin domain protein 1",ENSG00000152767,10160
HGNC:24679,FBXL20,"MGC15482, FBL20",F-box and leucine rich repeat protein 20,ENSG00000108306,84961
HGNC:13581,FBXO2,"FBX2, NFB42, FBG1, OCP1",F-box protein 2,ENSG00000116661,26232
HGNC:29148,FBXO45,FBX45,F-box protein 45,ENSG00000174013,200933
HGNC:29002,FCHO1,KIAA0290,FCH and mu domain containing endocytic adaptor 1,ENSG00000130475,23149
HGNC:25180,FCHO2,NA,FCH and mu domain containing endocytic adaptor 2,ENSG00000157107,115548
HGNC:3659,FEZ1,UNC-76,fasciculation and elongation protein zeta 1,ENSG00000149557,9638
HGNC:3661,FGA,NA,fibrinogen alpha chain,ENSG00000171560,2243
HGNC:3662,FGB,NA,fibrinogen beta chain,ENSG00000171564,2244
HGNC:3679,FGF22,NA,fibroblast growth factor 22,ENSG00000070388,27006
HGNC:3685,FGF7,KGF,fibroblast growth factor 7,ENSG00000140285,2252
HGNC:3688,FGFR1,"CEK, BFGFR, N-SAM, CD331, FLT2, KAL2",fibroblast growth factor receptor 1,ENSG00000077782,2260
HGNC:3694,FGG,NA,fibrinogen gamma chain,ENSG00000171557,2266
HGNC:21015,FILIP1,"FILIP, KIAA1275",filamin A interacting protein 1,ENSG00000118407,27145
HGNC:3711,FKBP1A,"FKBP-12, FKBP12, PKC12, FKBP12C, FKBP1",FKBP prolyl isomerase 1A,ENSG00000088832,2280
HGNC:3754,FLNA,"FLN1, FLN, OPD2, OPD1",filamin A,ENSG00000196924,2316
HGNC:3757,FLOT1,NA,flotillin 1,ENSG00000137312,10211
HGNC:3758,FLOT2,"ECS-1, ECS1, M17S1",flotillin 2,ENSG00000132589,2319
HGNC:3761,FLRT2,NA,fibronectin leucine rich transmembrane protein 2,ENSG00000185070,23768
HGNC:3762,FLRT3,NA,fibronectin leucine rich transmembrane protein 3,ENSG00000125848,23767
HGNC:18267,FMNL2,"KIAA1902, FHOD2",formin like 2,ENSG00000157827,114793
HGNC:3775,FMR1,"FMRP, MGC87458, POF1",fragile X messenger ribonucleoprotein 1,ENSG00000102081,2332
HGNC:29007,FRMPD4,"KIAA0316, PDZK10, PDZD10",FERM and PDZ domain containing 4,ENSG00000169933,9758
HGNC:1362,FRRS1L,"CG-6, C9ORF4",ferric chelate reductase 1 like,ENSG00000260230,23732
HGNC:4004,FUBP1,FUBP,far upstream element binding protein 1,ENSG00000162613,8880
HGNC:4010,FUS,"TLS, HNRNP-P2, HNRNPP2, ALS6",FUS RNA binding protein,ENSG00000089280,2521
HGNC:4023,FXR1,NA,FMR1 autosomal homolog 1,ENSG00000114416,8087
HGNC:4024,FXR2,FMR1L2,FMR1 autosomal homolog 2,ENSG00000129245,9513
HGNC:4030,FXYD6,NA,FXYD domain containing ion transport regulator 6,ENSG00000137726,53826
HGNC:4037,FYN,MGC45350,"FYN proto-oncogene, Src family tyrosine kinase",ENSG00000010810,2534
HGNC:4038,FZD1,"DKFZP564G072, HFZ1",frizzled class receptor 1,ENSG00000157240,8321
HGNC:4041,FZD3,FZ-3,frizzled class receptor 3,ENSG00000104290,7976
HGNC:4042,FZD4,CD344,frizzled class receptor 4,ENSG00000174804,8322
HGNC:4043,FZD5,"HFZ5, DKFZP434E2135, C2ORF31",frizzled class receptor 5,ENSG00000163251,7855
HGNC:4046,FZD8,FZ-8,frizzled class receptor 8,ENSG00000177283,8325
HGNC:4047,FZD9,CD349,frizzled class receptor 9,ENSG00000188763,8326
HGNC:4067,GABARAP,"MM46, ATG8A",GABA type A receptor-associated protein,ENSG00000170296,11337
HGNC:4070,GABBR1,"HGB1A, GPRC3A",gamma-aminobutyric acid type B receptor subunit 1,ENSG00000204681,2550
HGNC:4507,GABBR2,"HG20, GABABR2, GPRC3B, GPR51",gamma-aminobutyric acid type B receptor subunit 2,ENSG00000136928,9568
HGNC:4075,GABRA1,EJM5,gamma-aminobutyric acid type A receptor subunit alpha1,ENSG00000022355,2554
HGNC:4076,GABRA2,NA,gamma-aminobutyric acid type A receptor subunit alpha2,ENSG00000151834,2555
HGNC:4077,GABRA3,NA,gamma-aminobutyric acid type A receptor subunit alpha3,ENSG00000011677,2556
HGNC:4078,GABRA4,NA,gamma-aminobutyric acid type A receptor subunit alpha4,ENSG00000109158,2557
HGNC:4079,GABRA5,NA,gamma-aminobutyric acid type A receptor subunit alpha5,ENSG00000186297,2558
HGNC:4080,GABRA6,NA,gamma-aminobutyric acid type A receptor subunit alpha6,ENSG00000145863,2559
HGNC:4081,GABRB1,NA,gamma-aminobutyric acid type A receptor subunit beta1,ENSG00000163288,2560
HGNC:4082,GABRB2,NA,gamma-aminobutyric acid type A receptor subunit beta2,ENSG00000145864,2561
HGNC:4083,GABRB3,NA,gamma-aminobutyric acid type A receptor subunit beta3,ENSG00000166206,2562
HGNC:4084,GABRD,GABAARDELTA,gamma-aminobutyric acid type A receptor subunit delta,ENSG00000187730,2563
HGNC:4085,GABRE,NA,gamma-aminobutyric acid type A receptor subunit epsilon,ENSG00000102287,2564
HGNC:4087,GABRG2,NA,gamma-aminobutyric acid type A receptor subunit gamma2,ENSG00000113327,2566
HGNC:4088,GABRG3,NA,gamma-aminobutyric acid type A receptor subunit gamma3,ENSG00000182256,2567
HGNC:4090,GABRR1,NA,gamma-aminobutyric acid type A receptor subunit rho1,ENSG00000146276,2569
HGNC:4091,GABRR2,NA,gamma-aminobutyric acid type A receptor subunit rho2,ENSG00000111886,2570
HGNC:17969,GABRR3,NA,gamma-aminobutyric acid type A receptor subunit rho3,ENSG00000183185,200959
HGNC:4092,GAD1,GAD,glutamate decarboxylase 1,ENSG00000128683,2571
HGNC:4093,GAD2,GAD65,glutamate decarboxylase 2,ENSG00000136750,2572
HGNC:4140,GAP43,"B-50, PP46, GAP-43",growth associated protein 43,ENSG00000172020,2596
HGNC:4141,GAPDH,GAPD,glyceraldehyde-3-phosphate dehydrogenase,ENSG00000111640,2597
HGNC:4212,GDA,"CYPIN, GAH",guanine deaminase,ENSG00000119125,9615
HGNC:4226,GDI1,"RABGDIA, XAP-4, OPHN2, FLJ41411, MRX48, MRX41, GDIL",GDP dissociation inhibitor 1,ENSG00000203879,2664
HGNC:4227,GDI2,RABGDIB,GDP dissociation inhibitor 2,ENSG00000057608,2665
HGNC:18129,GHRL,"MTLRP, GHRELIN, OBESTATIN",ghrelin and obestatin prepropeptide,ENSG00000157017,51738
HGNC:4267,GHSR,"GHS-R1A, GHS-R, GHSR-1A",growth hormone secretagogue receptor,ENSG00000121853,2693
HGNC:1226,GIPC1,"TIP-2, HS.6454, GIPC, SEMCAP, GLUT1CBP, SYNECTIN, C19ORF3, RGS19IP1",GIPC PDZ domain containing family member 1,ENSG00000123159,10755
HGNC:4272,GIT1,NA,GIT ArfGAP 1,ENSG00000108262,28964
HGNC:4273,GIT2,"KIAA0148, PKL",GIT ArfGAP 2,ENSG00000139436,9815
HGNC:4326,GLRA1,STHE,glycine receptor alpha 1,ENSG00000145888,2741
HGNC:4327,GLRA2,GLR,glycine receptor alpha 2,ENSG00000101958,2742
HGNC:4328,GLRA3,NA,glycine receptor alpha 3,ENSG00000145451,8001
HGNC:31715,GLRA4,NA,glycine receptor alpha 4 (pseudogene),ENSG00000188828,441509
HGNC:4329,GLRB,NA,glycine receptor beta,ENSG00000109738,2743
HGNC:4379,GNA11,"FBH, FBH2, FHH2, HHC2",G protein subunit alpha 11,ENSG00000088256,2767
HGNC:4381,GNA13,MGC46138,G protein subunit alpha 13,ENSG00000120063,10672
HGNC:4384,GNAI1,NA,G protein subunit alpha i1,ENSG00000127955,2770
HGNC:4385,GNAI2,GNAI2B,G protein subunit alpha i2,ENSG00000114353,2771
HGNC:4388,GNAL,NA,G protein subunit alpha L,ENSG00000141404,2774
HGNC:4389,GNAO1,G-ALPHA-O,G protein subunit alpha o1,ENSG00000087258,2775
HGNC:4390,GNAQ,"G-ALPHA-Q, GAQ",G protein subunit alpha q,ENSG00000156052,2776
HGNC:4392,GNAS,"NESP55, NESP, GNASXL, GPSA, SCG6, SGVI, GNAS1",GNAS complex locus,ENSG00000087460,2778
HGNC:4395,GNAZ,NA,G protein subunit alpha z,ENSG00000128266,2781
HGNC:4396,GNB1,NA,G protein subunit beta 1,ENSG00000078369,2782
HGNC:4398,GNB2,NA,G protein subunit beta 2,ENSG00000172354,2783
HGNC:20731,GNB4,NA,G protein subunit beta 4,ENSG00000114450,59345
HGNC:4401,GNB5,GB5,G protein subunit beta 5,ENSG00000069966,10681
HGNC:19663,GNG12,NA,G protein subunit gamma 12,ENSG00000172380,55970
HGNC:14131,GNG13,"H2-35, G(GAMMA)13",G protein subunit gamma 13,ENSG00000127588,51764
HGNC:4404,GNG2,NA,G protein subunit gamma 2,ENSG00000186469,54331
HGNC:4405,GNG3,NA,G protein subunit gamma 3,ENSG00000162188,2785
HGNC:4407,GNG4,NA,G protein subunit gamma 4,ENSG00000168243,2786
HGNC:4410,GNG7,FLJ00058,G protein subunit gamma 7,ENSG00000176533,2788
HGNC:4449,GPC1,GLYPICAN,glypican 1,ENSG00000063660,2817
HGNC:4452,GPC4,K-GLYPICAN,glypican 4,ENSG00000076716,2239
HGNC:4454,GPC6,NA,glypican 6,ENSG00000183098,10082
HGNC:4485,GPER1,"FEG-1, GPCR-BR, LERGU, LERGU2, DRY12, LYGPR, CEPR, CMKRL2, GPR30, GPER",G protein-coupled estrogen receptor 1,ENSG00000164850,2852
HGNC:15465,GPHN,"KIAA1385, GEPH, GPH",gephyrin,ENSG00000171723,10243
HGNC:4460,GPM6A,GPM6,glycoprotein M6A,ENSG00000150625,2823
HGNC:23624,GPR151,"PGR7, GALR4",G protein-coupled receptor 151,ENSG00000173250,134391
HGNC:23689,GPR158,KIAA1136,G protein-coupled receptor 158,ENSG00000151025,57512
HGNC:29501,GPSM2,"LGN, PINS, DFNB82",G protein signaling modulator 2,ENSG00000121957,29899
HGNC:4566,GRB2,NCKAP2,growth factor receptor bound protein 2,ENSG00000177885,2885
HGNC:4571,GRIA1,"GLUA1, GLURA, GLUR1",glutamate ionotropic receptor AMPA type subunit 1,ENSG00000155511,2890
HGNC:4572,GRIA2,"GLUA2, GLURB, GLUR-K2, GLUR-B, GLUR-2, GLUR2",glutamate ionotropic receptor AMPA type subunit 2,ENSG00000120251,2891
HGNC:4573,GRIA3,"GLUA3, GLURC, MRX94, GLUR-3, GLUR-C, GLUR-K3, IGLUR3, GLUR3",glutamate ionotropic receptor AMPA type subunit 3,ENSG00000125675,2892
HGNC:4574,GRIA4,"GLUA4, GLURD, GLUR-4, GLUR-D, GLUR4C, GLUR4",glutamate ionotropic receptor AMPA type subunit 4,ENSG00000152578,2893
HGNC:4575,GRID1,KIAA1220,glutamate ionotropic receptor delta type subunit 1,ENSG00000182771,2894
HGNC:4576,GRID2,GLUR-DELTA-2,glutamate ionotropic receptor delta type subunit 2,ENSG00000152208,2895
HGNC:18464,GRID2IP,NA,Grid2 interacting protein,ENSG00000215045,392862
HGNC:4579,GRIK1,"GLUK1, GLUR5",glutamate ionotropic receptor kainate type subunit 1,ENSG00000171189,2897
HGNC:4580,GRIK2,"GLUK2, MRT6, GLUR-6, EAA4, GLUK6, GLUR6",glutamate ionotropic receptor kainate type subunit 2,ENSG00000164418,2898
HGNC:4581,GRIK3,GLUK3,glutamate ionotropic receptor kainate type subunit 3,ENSG00000163873,2899
HGNC:4582,GRIK4,"GLUK4, KA1, GRIK",glutamate ionotropic receptor kainate type subunit 4,ENSG00000149403,2900
HGNC:4583,GRIK5,"GLUK5, KA2",glutamate ionotropic receptor kainate type subunit 5,ENSG00000105737,2901
HGNC:4584,GRIN1,"GLUN1, NMDAR1",glutamate ionotropic receptor NMDA type subunit 1,ENSG00000176884,2902
HGNC:4585,GRIN2A,"GLUN2A, NR2A, NMDAR2A",glutamate ionotropic receptor NMDA type subunit 2A,ENSG00000183454,2903
HGNC:4586,GRIN2B,"GLUN2B, NR2B, NMDAR2B",glutamate ionotropic receptor NMDA type subunit 2B,ENSG00000273079,2904
HGNC:4587,GRIN2C,"GLUN2C, NR2C, NMDAR2C",glutamate ionotropic receptor NMDA type subunit 2C,ENSG00000161509,2905
HGNC:4588,GRIN2D,"GLUN2D, EB11, NR2D, NMDAR2D",glutamate ionotropic receptor NMDA type subunit 2D,ENSG00000105464,2906
HGNC:16767,GRIN3A,GLUN3A,glutamate ionotropic receptor NMDA type subunit 3A,ENSG00000198785,116443
HGNC:16768,GRIN3B,GLUN3B,glutamate ionotropic receptor NMDA type subunit 3B,ENSG00000116032,116444
HGNC:18708,GRIP1,NA,glutamate receptor interacting protein 1,ENSG00000155974,23426
HGNC:23841,GRIP2,KIAA1719,glutamate receptor interacting protein 2,ENSG00000144596,80852
HGNC:18706,GRIPAP1,"GRASP-1, GRASP1, KIAA1167, MPMGP800B12492Q3, DKFZP434P0630",GRIP1 associated protein 1,ENSG00000068400,56850
HGNC:289,GRK2,"BARK1, ADRBK1",G protein-coupled receptor kinase 2,ENSG00000173020,156
HGNC:290,GRK3,"BARK2, ADRBK2",G protein-coupled receptor kinase 3,ENSG00000100077,157
HGNC:4593,GRM1,"GPRC1A, MGLU1, MGLUR1, PPP1R85",glutamate metabotropic receptor 1,ENSG00000152822,2911
HGNC:4594,GRM2,"GPRC1B, MGLU2, MGLUR2",glutamate metabotropic receptor 2,ENSG00000164082,2912
HGNC:4595,GRM3,"GPRC1C, MGLU3, MGLUR3",glutamate metabotropic receptor 3,ENSG00000198822,2913
HGNC:4596,GRM4,"GPRC1D, MGLU4, MGLUR4",glutamate metabotropic receptor 4,ENSG00000124493,2914
HGNC:4597,GRM5,"MGLUR5, GPRC1E, MGLU5, PPP1R86",glutamate metabotropic receptor 5,ENSG00000168959,2915
HGNC:4599,GRM7,"GPRC1G, MGLU7, MGLUR7, PPP1R87",glutamate metabotropic receptor 7,ENSG00000196277,2917
HGNC:4600,GRM8,"GLUR8, GPRC1H, MGLU8, MGLUR8",glutamate metabotropic receptor 8,ENSG00000179603,2918
HGNC:4601,GRN,"PCDGF, PGRN, CLN11",granulin precursor,ENSG00000030582,2896
HGNC:4605,GRP,NA,gastrin releasing peptide,ENSG00000134443,2922
HGNC:28283,GSG1L,"MGC18079, PRO19651, KTSR5831",GSG1 like,ENSG00000169181,146395
HGNC:4617,GSK3B,NA,glycogen synthase kinase 3 beta,ENSG00000082701,2932
HGNC:4685,GUCY1A1,"GC-SA3, GUC1A3, GUCY1A3",guanylate cyclase 1 soluble subunit alpha 1,ENSG00000164116,2982
HGNC:4687,GUCY1B1,"GC-SB3, GC-S-BETA-1, GUC1B3, GUCY1B3",guanylate cyclase 1 soluble subunit beta 1,ENSG00000061918,2983
HGNC:17062,HABP4,"IHABP4, SERBP1L",hyaluronan binding protein 4,ENSG00000130956,22927
HGNC:4812,HAP1,"HHLP1, HIP5",huntingtin associated protein 1,ENSG00000173805,9001
HGNC:2380,HAPLN1,CRTL1,hyaluronan and proteoglycan link protein 1,ENSG00000145681,1404
HGNC:4845,HCN1,"BCNG-1, HAC-2, BCNG1",hyperpolarization activated cyclic nucleotide gated potassium channel 1,ENSG00000164588,348980
HGNC:4847,HCRT,OX,hypocretin neuropeptide precursor,ENSG00000161610,3060
HGNC:4913,HIP1,NA,huntingtin interacting protein 1,ENSG00000127946,3092
HGNC:18415,HIP1R,"KIAA0655, HIP3, HIP12, FLJ14000",huntingtin interacting protein 1 related,ENSG00000130787,9026
HGNC:5030,HNRNPA0,HNRPA0,heterogeneous nuclear ribonucleoprotein A0,ENSG00000177733,10949
HGNC:5031,HNRNPA1,"HNRNP-A1, ALS20, HNRPA1",heterogeneous nuclear ribonucleoprotein A1,ENSG00000135486,3178
HGNC:5033,HNRNPA2B1,"HNRNPA2, HNRNPB1, HNRPA2B1",heterogeneous nuclear ribonucleoprotein A2/B1,ENSG00000122566,3181
HGNC:24941,HNRNPA3,NA,heterogeneous nuclear ribonucleoprotein A3,ENSG00000170144,220988
HGNC:5034,HNRNPAB,"ABBP1, FLJ40338, HNRPAB",heterogeneous nuclear ribonucleoprotein A/B,ENSG00000197451,3182
HGNC:5036,HNRNPD,"AUF1, HNRPD",heterogeneous nuclear ribonucleoprotein D,ENSG00000138668,3184
HGNC:5037,HNRNPDL,"JKTBP, LAAUF1, HNRPDL, LGMD1G",heterogeneous nuclear ribonucleoprotein D like,ENSG00000152795,9987
HGNC:5039,HNRNPF,HNRPF,heterogeneous nuclear ribonucleoprotein F,ENSG00000169813,3185
HGNC:5041,HNRNPH1,"HNRNPH, HNRPH1",heterogeneous nuclear ribonucleoprotein H1,ENSG00000169045,3187
HGNC:5042,HNRNPH2,"HNRNPH', FTP3, HNRPH', HNRPH2",heterogeneous nuclear ribonucleoprotein H2,ENSG00000126945,3188
HGNC:5044,HNRNPK,"CSBP, TUNP, HNRPK",heterogeneous nuclear ribonucleoprotein K,ENSG00000165119,3190
HGNC:5045,HNRNPL,HNRPL,heterogeneous nuclear ribonucleoprotein L,ENSG00000104824,3191
HGNC:25127,HNRNPLL,HNRPLL,heterogeneous nuclear ribonucleoprotein L like,ENSG00000143889,92906
HGNC:5046,HNRNPM,"HTGR1, HNRNPM4, HNRPM4, CEAR, NAGR1, HNRPM",heterogeneous nuclear ribonucleoprotein M,ENSG00000099783,4670
HGNC:5048,HNRNPU,"SAF-A, FLJ37978, FLJ30202, HNRPU, HNRNPU-AS1, C1ORF199, NCRNA00201",heterogeneous nuclear ribonucleoprotein U,ENSG00000153187,3192
HGNC:17011,HNRNPUL1,"E1B-AP5, E1BAP5, FLJ12944, HNRPUL1",heterogeneous nuclear ribonucleoprotein U like 1,ENSG00000105323,11100
HGNC:25451,HNRNPUL2,"DKFZP762N1910, HNRPUL2",heterogeneous nuclear ribonucleoprotein U like 2,ENSG00000214753,221092
HGNC:17512,HOMER1,"VES-1, SYN47, HOMER-1B",homer scaffold protein 1,ENSG00000152413,9456
HGNC:17513,HOMER2,"CUPIDIN, VESL-2, HOMER-2B, HOMER-2, HOMER-2A, DFNA68",homer scaffold protein 2,ENSG00000103942,9455
HGNC:17514,HOMER3,HOMER-3,homer scaffold protein 3,ENSG00000051128,9454
HGNC:5144,HPCA,DYT2,hippocalcin,ENSG00000121905,3208
HGNC:5173,HRAS,NA,"HRas proto-oncogene, GTPase",ENSG00000174775,3265
HGNC:5253,HSP90AA1,"HSP89, HSP90, FLJ31884, HSP90N, HSPC1",heat shock protein 90 alpha family class A member 1,ENSG00000080824,3320
HGNC:5241,HSPA8,"HSC71, HSC70, HSP73, HSPA10",heat shock protein family A (Hsp70) member 8,ENSG00000109971,3312
HGNC:5286,HTR1A,"5-HT1A, ADRB2RL1, ADRBRL1",5-hydroxytryptamine receptor 1A,ENSG00000178394,3350
HGNC:5287,HTR1B,"5-HT1B, HTR1D2, 5-HT1DB",5-hydroxytryptamine receptor 1B,ENSG00000135312,3351
HGNC:5289,HTR1D,"RDC4, HT1DA, 5-HT1D, HTRL",5-hydroxytryptamine receptor 1D,ENSG00000179546,3352
HGNC:5293,HTR2A,"5-HT2A, HTR2",5-hydroxytryptamine receptor 2A,ENSG00000102468,3356
HGNC:5297,HTR3A,"5-HT3R, 5-HT3A",5-hydroxytryptamine receptor 3A,ENSG00000166736,3359
HGNC:5299,HTR4,5-HT4,5-hydroxytryptamine receptor 4,ENSG00000164270,3360
HGNC:5300,HTR5A,5-HT5A,5-hydroxytryptamine receptor 5A,ENSG00000157219,3361
HGNC:5302,HTR7,5-HT7,5-hydroxytryptamine receptor 7,ENSG00000148680,3363
HGNC:4851,HTT,"IT15, HD",huntingtin,ENSG00000197386,3064
HGNC:5348,ICAM5,TLCN,intercellular adhesion molecule 5,ENSG00000105376,7087
HGNC:5464,IGF1,"IGF1A, IGFI, IGF-I, IGF",insulin like growth factor 1,ENSG00000017427,3479
HGNC:5465,IGF1R,"JTK13, CD221, IGFIR, MGC18216, IGFR",insulin like growth factor 1 receptor,ENSG00000140443,3480
HGNC:16669,IGSF11,"BT-IGSF, MGC35227, VSIG3, CT119",immunoglobulin superfamily member 11,ENSG00000144847,152404
HGNC:28246,IGSF21,"MGC15730, RP11-121A23.1",immunoglobin superfamily member 21,ENSG00000117154,84966
HGNC:17813,IGSF8,"CD81P3, EWI2, PGRL, CD316",immunoglobulin superfamily member 8,ENSG00000162729,93185
HGNC:18132,IGSF9,"KIAA1355, NRT1, IGSF9A",immunoglobulin superfamily member 9,ENSG00000085552,57549
HGNC:32326,IGSF9B,"KIAA1030, LINC00947, LOC283174, MIR4697HG",immunoglobulin superfamily member 9B,ENSG00000080854,22997
HGNC:5995,IL1RAP,"IL-1RACP, IL1R3, C3ORF13",interleukin 1 receptor accessory protein,ENSG00000196083,3556
HGNC:5996,IL1RAPL1,"OPHN4, TIGIRR-2, IL1R8, IL1RAPL-1, IL1RAPL, MRX34, MRX21, MRX10",interleukin 1 receptor accessory protein like 1,ENSG00000169306,11141
HGNC:5997,IL1RAPL2,"IL-1R9, TIGIRR-1, IL1RAPL-2, IL1R9",interleukin 1 receptor accessory protein like 2,ENSG00000189108,26280
HGNC:6057,INA,"NF-66, NEF5",internexin neuronal intermediate filament protein alpha,ENSG00000148798,9118
HGNC:6074,INPP4A,INPP4,inositol polyphosphate-4-phosphatase type I A,ENSG00000040933,3631
HGNC:33753,INSYN1,"MGC131524, LOC388135, C15ORF59",inhibitory synaptic factor 1,ENSG00000205363,388135
HGNC:33859,INSYN2A,"FLJ45557, C10ORF141, FAM196A, INSYN2",inhibitory synaptic factor 2A,ENSG00000188916,642938
HGNC:6110,IQGAP1,"P195, KIAA0051, HUMORFA01",IQ motif containing GTPase activating protein 1,ENSG00000140575,8826
HGNC:29112,IQSEC1,"KIAA0763, GEP100, BRAG2, ARF-GEP100",IQ motif and Sec7 domain ArfGEF 1,ENSG00000144711,9922
HGNC:29059,IQSEC2,"KIAA0522, BRAG1, IQ-ARFGEF, MRX1, MRX78, MRX18",IQ motif and Sec7 domain ArfGEF 2,ENSG00000124313,23096
HGNC:29193,IQSEC3,"KIAA1110, MGC30156",IQ motif and Sec7 domain ArfGEF 3,ENSG00000120645,440073
HGNC:6137,ITGA2,"GPIA, VLAA2, HPA-5, CD49B",integrin subunit alpha 2,ENSG00000164171,3673
HGNC:6139,ITGA3,"CD49C, VLA3A, VCA-2, GAP-B3, MSK18",integrin subunit alpha 3,ENSG00000005884,3675
HGNC:6141,ITGA5,"CD49E, FNRA",integrin subunit alpha 5,ENSG00000161638,3678
HGNC:6144,ITGA8,NA,integrin subunit alpha 8,ENSG00000077943,8516
HGNC:6153,ITGB1,"CD29, GPIIA, FNRB, MSK12, MDF2",integrin subunit beta 1,ENSG00000150093,3688
HGNC:6156,ITGB3,"CD61, GPIIIA, GP3A",integrin subunit beta 3,ENSG00000259207,3690
HGNC:6158,ITGB4,CD104,integrin subunit beta 4,ENSG00000132470,3691
HGNC:6160,ITGB5,NA,integrin subunit beta 5,ENSG00000082781,3693
HGNC:6178,ITPKA,"IP3KA, IP3-3KA",inositol-trisphosphate 3-kinase A,ENSG00000137825,3706
HGNC:6180,ITPR1,"INSP3R1, IP3R1, ACV, PPP1R94, SCA15, SCA16, SCA29","inositol 1,4,5-trisphosphate receptor type 1",ENSG00000150995,3708
HGNC:6182,ITPR3,IP3R3,"inositol 1,4,5-trisphosphate receptor type 3",ENSG00000096433,3710
HGNC:6183,ITSN1,"SH3P17, MGC134948, MGC134949, SH3D1A, ITSN",intersectin 1,ENSG00000205726,6453
HGNC:6192,JAK2,JTK10,Janus kinase 2,ENSG00000096968,3717
HGNC:4814,KALRN,"DUO, HS.8004, DUET, KALIRIN, ARHGEF24, KALNC2, HAPIP",kalirin RhoGEF kinase,ENSG00000160145,8997
HGNC:6218,KCNA1,"KV1.1, RBK1, HUK1, MBK1, AEMK",potassium voltage-gated channel subfamily A member 1,ENSG00000111262,3736
HGNC:6220,KCNA2,KV1.2,potassium voltage-gated channel subfamily A member 2,ENSG00000177301,3737
HGNC:6221,KCNA3,"KV1.3, HLK3, HPCN3, RP11-284N8.3",potassium voltage-gated channel subfamily A member 3,ENSG00000177272,3738
HGNC:6222,KCNA4,"KV1.4, HPCN2, PCN2, KCNA4L",potassium voltage-gated channel subfamily A member 4,ENSG00000182255,3739
HGNC:6229,KCNAB2,"AKR6A5, KCNA2B, HKVBETA2.1, HKVBETA2.2",potassium voltage-gated channel subfamily A regulatory beta subunit 2,ENSG00000069424,8514
HGNC:6231,KCNB1,KV2.1,potassium voltage-gated channel subfamily B member 1,ENSG00000158445,3745
HGNC:6233,KCNC1,KV3.1,potassium voltage-gated channel subfamily C member 1,ENSG00000129159,3746
HGNC:6234,KCNC2,KV3.2,potassium voltage-gated channel subfamily C member 2,ENSG00000166006,3747
HGNC:6235,KCNC3,"KV3.3, SCA13",potassium voltage-gated channel subfamily C member 3,ENSG00000131398,3748
HGNC:6236,KCNC4,"KV3.4, HKSHIIIC, C1ORF30",potassium voltage-gated channel subfamily C member 4,ENSG00000116396,3749
HGNC:6238,KCND2,"KV4.2, RK5, KIAA1044",potassium voltage-gated channel subfamily D member 2,ENSG00000184408,3751
HGNC:6239,KCND3,"KV4.3, KSHIVB, SCA22, SCA19",potassium voltage-gated channel subfamily D member 3,ENSG00000171385,3752
HGNC:6250,KCNH1,"KV10.1, EAG, H-EAG, EAG1, HEAG, K(V)10.1",potassium voltage-gated channel subfamily H member 1,ENSG00000143473,3756
HGNC:6257,KCNJ11,"KIR6.2, BIR",potassium inwardly rectifying channel subfamily J member 11,ENSG00000187486,3767
